,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
25525,R25516,M,Metro,Working Professional,> 35L,5-7 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Online,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),200-250,46-55,2.5,4.5,0
25526,R25517,F,Semi-Urban,Working Professional,26L - 35L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),150-200,26-35,1.0,3.0,1
25527,R25518,F,Semi-Urban,Student,None,5-7 times,Established,Small (250 ml),above 4,Price,Exotic,Online,Premium,Low (Not very concerned),Casual (eg. At home),100-150,18-25,3.0,,0
25528,R25519,M,Metro,Working Professional,10L - 15L,0-2 times,Newcomer,Small (250 ml),above 4,Price,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,3.0,1
25529,R25520,F,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),2 to 4,Price,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.5,3.0,1
25530,R25521,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,2.5,,1
25531,R25522,M,Semi-Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,1.0,,0
25532,R25523,F,Metro,Student,None,3-4 times,Established,Small (250 ml),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.5,,0
25533,R25524,M,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,2.5,1
25534,R25525,M,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Traditional,Online,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),150-200,26-35,2.5,3.5,1
25535,R25526,F,Rural,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),0 to 1,Availability,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.0,1.5,0
25536,R25527,F,Urban,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),above 4,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,3.0,2.5,0
25537,R25528,M,Urban,Working Professional,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,2.0,0
25538,R25529,M,Urban,Working Professional,<10L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.0,2.0,1
25539,R25530,F,Urban,Working Professional,26L - 35L,3-4 times,Established,Large (1 L),above 4,Quality,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.5,3.5,0
25540,R25531,M,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),0 to 1,Brand Reputation,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.0,3.5,0
25541,R25532,M,Metro,Entrepreneur,10L - 15L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,46-55,2.0,3.0,0
25542,R25533,M,Metro,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.5,3.0,0
25543,R25534,F,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Large (1 L),2 to 4,Availability,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.5,3.0,0
25545,R25536,M,Urban,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,46-55,1.5,2.5,0
25546,R25537,M,Metro,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,18-25,2.5,,0
25547,R25538,M,Metro,Entrepreneur,10L - 15L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),150-200,36-45,1.5,3.0,1
25548,R25539,F,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,2.5,1
25549,R25540,F,Metro,Working Professional,<10L,0-2 times,Established,Large (1 L),2 to 4,Availability,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,1.5,2.5,0
25550,R25541,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,1
25551,R25542,M,Metro,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),2 to 4,Quality,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,4.0,0
25552,R25543,M,Semi-Urban,Entrepreneur,> 35L,3-4 times,Newcomer,Medium (500 ml),above 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.5,1
25553,R25544,M,Semi-Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,56-70,1.5,2.5,0
25554,R25545,M,Urban,Retired,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,56-70,1.0,2.0,1
25555,R25546,F,Urban,Working Professional,26L - 35L,0-2 times,Newcomer,Small (250 ml),2 to 4,Brand Reputation,Traditional,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,1.5,3.5,0
25556,R25547,F,Rural,Entrepreneur,16L - 25L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,1.5,2.0,1
25557,R25548,F,Metro,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.0,,0
25558,R25549,M,Urban,Entrepreneur,> 35L,3-4 times,Newcomer,Large (1 L),0 to 1,Brand Reputation,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,36-45,1.5,4.0,0
25559,R25550,M,Semi-Urban,Working Professional,<10L,5-7 times,Established,Medium (500 ml),above 4,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,3.0,1.5,0
25560,R25551,M,Metro,Entrepreneur,26L - 35L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Online,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,36-45,1.5,4.0,1
25561,R25552,F,Semi-Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.0,2.0,1
25562,R25553,M,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Small (250 ml),0 to 1,Brand Reputation,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,46-55,1.0,3.5,0
25563,R25554,M,Urban,Student,None,5-7 times,Established,Large (1 L),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),100-150,26-35,2.0,,0
25564,R25555,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,2.5,2.0,1
25565,R25556,M,Urban,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.5,0
25566,R25557,M,Urban,Working Professional,> 35L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,0
25567,R25558,F,Rural,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Eco-Friendly,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,0
25568,R25559,M,Metro,Working Professional,> 35L,5-7 times,Established,Small (250 ml),above 4,Quality,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,36-45,3.0,4.5,0
25569,R25560,M,Urban,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),above 4,Price,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),150-200,26-35,3.0,2.5,0
25570,R25561,F,Metro,Working Professional,> 35L,3-4 times,Established,Small (250 ml),0 to 1,Brand Reputation,Traditional,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),200-250,46-55,1.5,4.5,0
25571,R25562,F,Metro,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Retail Store,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),150-200,26-35,2.0,3.5,1
25572,R25563,F,Urban,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,1
25573,R25564,M,Semi-Urban,Retired,<10L,5-7 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,56-70,2.0,1.5,0
25574,R25565,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),100-150,26-35,1.0,,0
25575,R25566,F,Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),0 to 1,Quality,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,3.0,0
25576,R25567,M,Semi-Urban,Working Professional,> 35L,0-2 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),150-200,46-55,1.0,3.5,0
25577,R25568,F,Metro,Student,None,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,1.5,,1
25578,R25569,M,Urban,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),2 to 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,3.0,0
25579,R25570,M,Semi-Urban,Working Professional,26L - 35L,5-7 times,Established,Small (250 ml),0 to 1,Brand Reputation,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,2.0,3.0,0
25580,R25571,F,Metro,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.0,3.5,0
25581,R25572,F,Rural,Entrepreneur,> 35L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,56-70,1.5,3.0,0
25582,R25573,F,Metro,Working Professional,<10L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,46-55,2.0,2.5,1
25583,R25574,F,Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.0,,0
25584,R25575,F,Metro,Working Professional,<10L,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),150-200,18-25,2.0,2.5,1
25585,R25576,M,Metro,Working Professional,> 35L,3-4 times,Established,Medium (500 ml),above 4,Quality,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,26-35,2.5,4.5,0
25586,R25577,M,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.0,1
25587,R25578,M,Rural,Student,None,3-4 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,2.0,,1
25588,R25579,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.5,2.0,0
25589,R25580,F,Urban,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),above 4,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,18-25,2.5,2.5,0
25590,R25581,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.5,2.0,1
25591,R25582,M,Metro,Working Professional,16L - 25L,0-2 times,Established,Medium (500 ml),above 4,Quality,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,26-35,2.0,3.5,0
25592,R25583,M,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Eco-Friendly,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.5,3.0,1
25593,R25584,F,Semi-Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),50-100,18-25,1.5,,0
25594,R25585,F,Urban,Retired,<10L,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,56-70,2.0,2.0,1
25595,R25586,F,Urban,Entrepreneur,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,2.0,0
25596,R25587,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Established,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),100-150,36-45,2.5,2.0,0
25597,R25588,F,Semi-Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Small (250 ml),above 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,3.0,2.5,1
25598,R25589,M,Metro,Student,None,5-7 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,2.0,,0
25599,R25590,M,Urban,Working Professional,26L - 35L,0-2 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),200-250,36-45,1.0,3.5,0
25600,R25591,F,Urban,Retired,<10L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),100-150,56-70,1.5,2.0,1
25601,R25592,F,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),150-200,46-55,1.0,3.5,1
25602,R25593,M,Metro,Working Professional,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,46-55,2.0,2.5,0
25603,R25594,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,36-45,1.5,3.5,0
25604,R25595,M,Semi-Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),50-100,18-25,1.0,,0
25605,R25596,F,Urban,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),0 to 1,Brand Reputation,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,3.5,0
25606,R25597,F,Urban,Student,None,5-7 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.5,,0
25607,R25598,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
25608,R25599,F,Urban,Entrepreneur,10L - 15L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,46-55,1.5,2.5,1
25609,R25600,M,Urban,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.0,2.0,1
25610,R25601,F,Metro,Student,None,0-2 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,0
25611,R25602,M,Metro,Retired,16L - 25L,0-2 times,Established,Small (250 ml),above 4,Quality,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,56-70,2.0,3.5,0
25612,R25603,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,,1
25613,R25604,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.0,,1
25614,R25605,F,Semi-Urban,Student,None,3-4 times,Newcomer,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),50-100,18-25,2.0,,0
25615,R25606,M,Rural,Working Professional,> 35L,5-7 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,2.0,3.0,1
25616,R25607,M,Urban,Entrepreneur,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,46-55,1.0,2.0,1
25617,R25608,F,Semi-Urban,Working Professional,10L - 15L,5-7 times,Established,Large (1 L),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,2.0,2.0,0
25618,R25609,M,Metro,Student,None,5-7 times,Established,Large (1 L),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
25619,R25610,M,Metro,Retired,<10L,5-7 times,Established,Large (1 L),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,56-70,2.5,2.5,0
25620,R25611,M,Urban,Student,None,0-2 times,Established,Large (1 L),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
25621,R25612,F,Metro,Student,None,0-2 times,Established,Small (250 ml),2 to 4,Price,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
25622,R25613,M,Urban,Student,None,3-4 times,Established,Large (1 L),2 to 4,Availability,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,,0
25623,R25614,F,Urban,Working Professional,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,2.0,0
25624,R25615,F,Rural,Retired,<10L,5-7 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,56-70,2.0,1.0,0
25625,R25616,F,Urban,Working Professional,10L - 15L,0-2 times,Established,Large (1 L),2 to 4,Price,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),100-150,36-45,1.5,2.5,0
25626,R25617,F,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
25627,R25618,F,Rural,Working Professional,<10L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,36-45,2.0,1.0,1
25628,R25619,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,3.0,0
25629,R25620,M,Semi-Urban,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),0 to 1,Quality,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,36-45,1.0,2.5,0
25630,R25621,F,Urban,Student,None,3-4 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,1.5,,1
25631,R25622,F,Urban,Entrepreneur,26L - 35L,3-4 times,Established,Medium (500 ml),above 4,Brand Reputation,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),200-250,36-45,2.5,3.5,0
25632,R25623,M,Semi-Urban,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),50-100,18-25,2.0,,0
25633,R25624,M,Metro,Student,None,3-4 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.5,,0
25634,R25625,M,Metro,Retired,<10L,0-2 times,Established,Medium (500 ml),2 to 4,Availability,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),150-200,56-70,1.5,2.5,0
25635,R25626,M,Semi-Urban,Working Professional,> 35L,3-4 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Simple,Low (Not very concerned),Social (eg. Parties),200-250,46-55,1.5,3.5,0
25636,R25627,M,Urban,Student,None,5-7 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
25637,R25628,F,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
25638,R25629,F,Semi-Urban,Retired,16L - 25L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),150-200,56-70,1.0,2.5,0
25639,R25630,M,Urban,Working Professional,10L - 15L,0-2 times,Established,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,2.5,0
25640,R25631,M,Urban,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,,1
25641,R25632,F,Urban,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),100-150,18-25,2.0,,1
25642,R25633,F,Metro,Working Professional,26L - 35L,5-7 times,Newcomer,Small (250 ml),above 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,46-55,3.0,4.0,1
25643,R25634,M,Semi-Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.0,1
25644,R25635,M,Semi-Urban,Working Professional,26L - 35L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),200-250,36-45,1.0,3.0,1
25645,R25636,F,Rural,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.0,2.5,0
25646,R25637,M,Metro,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,,1
25647,R25638,F,Metro,Entrepreneur,> 35L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,4.5,0
25648,R25639,F,Urban,Working Professional,> 35L,3-4 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),200-250,46-55,2.0,4.0,1
25649,R25640,M,Semi-Urban,Working Professional,<10L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),150-200,36-45,1.5,1.5,1
25650,R25641,F,Urban,Entrepreneur,16L - 25L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Exotic,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.0,0
25651,R25642,M,Urban,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,56-70,2.0,3.0,0
25652,R25643,M,Semi-Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,2.0,2.0,0
25653,R25644,M,Metro,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,3.5,0
25654,R25645,F,Metro,Working Professional,16L - 25L,0-2 times,Established,Medium (500 ml),2 to 4,Quality,Traditional,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),150-200,26-35,1.5,3.5,0
